Date,country,Alimentos y bebidas no alcohólicas,Bebidas alcohólicas y tabaco,Bienes,Bienes y servicios varios,Comunicación,Educación,Equipamiento y mantenimiento del hogar,Estacional,Nivel general,Núcleo,Prendas de vestir y calzado,Recreación y cultura,Regulados,Restaurantes y hoteles,Salud,Servicios,Transporte,"Vivienda, agua, electricidad y otros combustibles",Salud - current_prices_yoy,Salud - current_prices_mom,Salud - constant_prices,Bienes - current_prices_yoy,Bienes - current_prices_mom,Bienes - constant_prices,Núcleo - current_prices_yoy,Núcleo - current_prices_mom,Núcleo - constant_prices,Regulados - current_prices_yoy,Regulados - current_prices_mom,Regulados - constant_prices,Servicios - current_prices_yoy,Servicios - current_prices_mom,Servicios - constant_prices,Educación - current_prices_yoy,Educación - current_prices_mom,Educación - constant_prices,Estacional - current_prices_yoy,Estacional - current_prices_mom,Estacional - constant_prices,Transporte - current_prices_yoy,Transporte - current_prices_mom,Transporte - constant_prices,Comunicación - current_prices_yoy,Comunicación - current_prices_mom,Comunicación - constant_prices,Nivel general - current_prices_yoy,Nivel general - current_prices_mom,Nivel general - cumsum_12,Nivel general - constant_prices,Nivel general - YTD_change,Nivel general - YTD_sum,Recreación y cultura - current_prices_yoy,Recreación y cultura - current_prices_mom,Recreación y cultura - constant_prices,Restaurantes y hoteles - current_prices_yoy,Restaurantes y hoteles - current_prices_mom,Restaurantes y hoteles - constant_prices,Bienes y servicios varios - current_prices_yoy,Bienes y servicios varios - current_prices_mom,Bienes y servicios varios - constant_prices,Prendas de vestir y calzado - current_prices_yoy,Prendas de vestir y calzado - current_prices_mom,Prendas de vestir y calzado - constant_prices,Bebidas alcohólicas y tabaco - current_prices_yoy,Bebidas alcohólicas y tabaco - current_prices_mom,Bebidas alcohólicas y tabaco - constant_prices,Alimentos y bebidas no alcohólicas - current_prices_yoy,Alimentos y bebidas no alcohólicas - current_prices_mom,Alimentos y bebidas no alcohólicas - constant_prices,Equipamiento y mantenimiento del hogar - current_prices_yoy,Equipamiento y mantenimiento del hogar - current_prices_mom,Equipamiento y mantenimiento del hogar - constant_prices,"Vivienda, agua, electricidad y otros combustibles - current_prices_yoy","Vivienda, agua, electricidad y otros combustibles - current_prices_mom","Vivienda, agua, electricidad y otros combustibles - constant_prices"
2016-12-01,Argentina,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,,,1848.085612884017,,,1848.085612884017,,,1848.085612884017,,,1848.085612884017,,,1848.085612884017,,,1848.085612884017,,,1848.085612884017,,,1848.085612884017,,,1848.085612884017,,,,1848.085612884017,,100.0,,,1848.085612884017,,,1848.085612884017,,,1848.085612884017,,,1848.085612884017,,,1848.085612884017,,,1848.085612884017,,,1848.085612884017,,,1848.085612884017
2017-01-01,Argentina,101.3024,100.925,101.1903,101.9345,103.0516,100.7952,100.8773,101.6969,101.5859,101.5039,99.0066,103.1906,101.8183,103.1002,102.3501,102.4355,102.0755,101.4784,,2.3500999999999994,1861.988201977249,,1.1902999999999997,1840.888721696788,,1.5039000000000025,1846.5938406965747,,1.818299999999984,1852.3135135713603,,2.4355000000000127,1863.541828133441,,0.7951999999999959,1833.7009266814316,,1.6969000000000012,1850.1049630401933,,2.075500000000008,1856.992584383686,,3.0515999999999988,1874.750131117397,,1.5858999999999843,,1848.0856128840187,0.0158589999999998,101.5859,,3.190599999999999,1877.278866898552,,3.1001999999999974,1875.6342790236135,,1.9344999999999943,1854.4274639150317,,-0.9933999999999888,1801.1621006513983,,0.924999999999998,1836.062292900093,,1.3024000000000149,1842.9280834310869,,0.8773000000000142,1835.194518103251,,1.4783999999999908,1846.129935930967
2017-02-01,Argentina,103.1605,105.2395,102.7002,103.7951,107.2514,103.9808,101.3278,102.3345,103.6859,103.2105,98.8523,103.7961,105.9316,104.8886,105.0852,105.5426,103.9957,107.0014,,2.672298317246402,1873.0265759089664,,1.4921390686656766,1830.5166089151091,,1.6813147081047974,1839.6121377020968,,4.03984352518163,1888.1127126232643,,3.0332257859823963,1881.1792211513105,,3.1604679587917017,1853.3418767274084,,0.6269610971425976,1823.998413976051,,1.881156594873401,1853.6074526218351,,4.075434054396054,1911.6366767484187,,2.0672160211210544,,1848.085612884017,0.0368589999999999,205.2718,,0.5867782530579291,1850.0498050696451,,1.7346232112061877,1869.522400013372,,1.825289769410765,1850.0319811841132,,-0.1558481959788582,1761.9320797764665,,4.2749566509784565,1875.7768014465569,,1.8342112329026603,1838.720943425496,,0.4465821349302512,1806.055108410971,,5.442537525227054,1907.1807053654147
2017-03-01,Argentina,106.0143,107.2901,104.9817,105.6633,110.6933,115.3409,102.1787,104.7868,106.1476,105.2057,102.255,105.5114,110.0057,105.9567,107.1422,108.6229,105.2177,110.8463,,1.95745928065989,1865.4021226362356,,2.2215146611204384,1827.7866799259348,,1.9331366479185652,1831.6866378834015,,3.845972306658263,1915.257165543408,,2.918537159402934,1891.181889366688,,10.92519003508341,2008.1458070375052,,2.3963570447893767,1824.3933682924064,,1.175048583739513,1831.8955642025517,,3.2091888777209254,1927.228643630704,,2.3741897403600554,,1848.0856128840185,0.0614759999999998,311.4194,,1.6525669076198346,1837.0090358637483,,1.0183184826568326,1844.7619433568736,,1.7998922877862311,1839.6536948536557,,3.4422062005638576,1780.3133970570725,,1.9485079271566177,1867.9771395197597,,2.766368910581085,1845.7647896887936,,0.8397498021273542,1778.9849738778105,,3.5933174706125337,1929.8924541998667
2017-04-01,Argentina,108.3515,109.8338,107.4919,107.5442,118.2686,118.6783,103.3147,108.1867,108.9667,107.427,106.8806,108.2881,114.4649,107.9795,109.052,112.0904,105.8674,117.4108,,1.7824909326110472,1849.5323090102552,,2.391083398344662,1823.0728643848756,,2.1113875008673677,1821.9721542020752,,4.053608131215025,1941.3356086786853,,3.1922366278197334,1901.063862468209,,2.8935095876657657,2012.7952740748613,,3.244588058801301,1834.8567385760905,,0.617481659454655,1795.5211896243288,,6.843503626687442,2005.8467230441468,,2.6558301836310916,,1848.0856128840169,0.0896669999999997,420.3861,,2.631658759148303,1836.5764922361209,,1.909081728668416,1831.3426068368565,,1.7800882614871891,1823.9598773673176,,4.523592978338464,1812.70515814842,,2.37086180365198,1862.7917114896616,,2.2046082462460204,1837.6517622760216,,1.1117776992660922,1752.227154437349,,5.92216429416228,1991.2983533244808
2017-05-01,Argentina,109.7631,111.7182,109.0098,108.9336,118.6553,120.69,106.1577,109.0536,110.5301,109.2069,108.726,109.0808,115.6559,109.5541,110.7256,113.7331,106.8575,119.5207,,1.534680702783997,1851.3544123994336,,1.412106400575297,1822.6658895935516,,1.6568460442905495,1825.961441432367,,1.040493636040396,1933.7900249357656,,1.465513549777664,1901.6404202900324,,1.6950866333609538,2017.9611944526616,,0.8012999749507088,1823.3982344466217,,0.9352265192117626,1786.6789985601563,,0.3269675974857167,1983.940599189153,,1.434750249388128,,1848.085612884018,0.1053009999999998,530.9162,,0.7320287270715875,1823.8530239444185,,1.4582397584726792,1831.766695610128,,1.2919339211226566,1821.3918101916352,,1.7265995886999177,1817.9206962305088,,1.7156831503599037,1867.9508850285968,,1.30279691559414,1835.2612178542292,,2.7517865318294588,1774.9782011131604,,1.7970237831613556,1998.4102621080308
2017-06-01,Argentina,110.7483,112.4572,110.1215,110.3729,120.1049,121.8757,107.4904,110.0769,111.8477,110.6653,109.6911,111.6195,116.6875,110.9475,112.3558,115.419,107.5925,121.6359,,1.472288251316778,1856.4810675952567,,1.0198165669508708,1819.5632079980833,,1.3354467529066438,1828.5485421291055,,0.8919562253201008,1928.0547561854528,,1.4823301220137308,1907.0950350651851,,0.982434335901905,2013.7805938805047,,0.9383459143026852,1818.8262718041815,,0.6878319256954368,1777.7759516219246,,1.221690055142921,1984.5212528006705,,1.1920734713892325,,1848.0856128840169,0.1184769999999997,642.7639,,2.327357335113067,1844.3150111026644,,1.2718830240036727,1833.211398495002,,1.3212635954379603,1823.7171487861283,,0.8876441697478032,1812.451608494604,,0.6614857740278701,1858.1565234262343,,0.8975694017388403,1829.9199704720163,,1.255396452636015,1776.088929527814,,1.7697352843482284,2009.8183225958064
2017-07-01,Argentina,112.0115,115.794,111.4205,111.8348,121.2281,122.8868,110.0984,110.589,113.7852,112.6183,108.3524,115.609,119.3618,113.777,116.0848,118.5735,109.9058,124.0879,,3.3189207855758296,1885.4354411164088,,1.1796061622843856,1809.6784382357623,,1.7647808301247014,1829.1329626125043,,2.291847884306386,1938.6600832791937,,2.7330855405089283,1925.8566089377464,,0.8296157478480115,1995.91271178814,,0.4652202233166091,1796.1733146598222,,2.1500569277598247,1785.076861951365,,0.9351824946359332,1968.9723047221005,,1.7322662871029015,,1848.0856128840192,0.1378519999999996,756.5491,,3.5741962649895376,1877.707554408733,,2.5503053245904628,1847.952429464509,,1.3245099114003622,1816.4074492971115,,-1.2204271814212797,1759.846724894401,,2.96717328903795,1880.712302287926,,1.140604415598245,1819.2773895687517,,2.4262631825725967,1788.205048121811,,2.0158522278373336,2015.4208343702949
2017-08-01,Argentina,114.3467,117.3256,112.8612,113.6021,123.052,125.3185,111.1513,111.7749,115.3819,114.231,107.6769,116.3997,121.1349,114.5928,119.0025,120.4902,111.0994,126.7648,,2.5134212231058717,1906.0771936259507,,1.2930295591924157,1807.7112612361689,,1.4320052780054215,1829.6515107252872,,1.485483630441231,1940.2320979992871,,1.6164657364419632,1929.905861435092,,1.978813021414827,2007.2413166901008,,1.0723489677996856,1790.3118649593184,,1.0860209379304877,1779.4923011325557,,1.5045191667608426,1970.9385166703264,,1.4032580687119325,,1848.085612884016,0.1538189999999997,871.931,,0.6839432916122545,1864.387836515221,,0.7170166202308037,1835.446504348563,,1.5802773376444534,1819.5783446399416,,-0.6234287380805559,1724.6737116475886,,1.3226937492443414,1879.2180869181811,,2.08478593715824,1831.504691383698,,0.9563263408006062,1780.3235896042197,,2.1572611028150224,2030.4068757761804
2017-09-01,Argentina,116.4048,118.1383,114.9903,115.4941,124.3454,129.9791,112.2879,116.214,117.5719,116.0978,111.7682,119.536,123.2159,116.2141,121.8977,122.8259,111.9943,129.2656,,2.4328900653347585,1916.0818666165292,,1.886476486161781,1807.5060371671875,,1.6342323887561294,1824.9145745495812,,1.717919443529481,1936.8023487632304,,1.9384979027339933,1930.6720286014845,,3.719003977864399,2043.11153162969,,3.9714640764608062,1826.7410955823884,,0.8054948991623734,1760.412603309263,,1.0511003478204328,1954.5566990778248,,1.898044667317844,,1848.0856128840155,0.1757189999999997,989.5029,,2.6944227519486885,1878.958848344747,,1.4148358361083746,1826.742667459353,,1.6654621701535532,1815.4251533145912,,3.7996079010446993,1756.8585894924147,,0.6926876998711418,1856.988724011228,,1.799877040614195,1829.74023683075,,1.0225701363816508,1765.0276340771825,,1.9727873983945263,2031.8961894876245
2017-10-01,Argentina,118.1646,121.695,116.8116,117.0803,130.9342,131.0253,113.0973,119.0242,119.3528,117.6245,114.138,121.032,125.2808,117.834,123.2121,124.5736,113.4318,130.4139,,1.0782812144938037,1907.8438825333535,,1.583872726656077,1808.7371002436696,,1.3150119985047004,1821.324226768673,,1.6758389136466878,1939.8760988481208,,1.4229083605330706,1928.9256549085435,,0.8048986337034103,2028.825229519644,,2.4181251828523154,1842.9974965399208,,1.2835474662549862,1756.4035164951074,,5.298788696646595,2027.4146166196224,,1.5147326869770827,,1848.085612884017,0.1935279999999999,1108.8557,,1.251505822513721,1874.086723550502,,1.3938928236763015,1824.5681719119725,,1.3734034898752243,1812.897711508608,,2.1202810817388285,1767.338476209657,,3.010623989002714,1884.3527647438557,,1.511793328110178,1829.6872567061243,,0.7208256633172594,1751.2240432233475,,0.8883260511690638,2019.3581743377192
2017-11-01,Argentina,119.5688,123.0467,118.602,118.5168,131.8833,131.4832,114.1215,121.0614,120.994,119.1358,115.6644,121.8725,127.1472,119.9896,124.8225,125.9672,116.8496,132.0294,,1.307014489648339,1906.5628577798457,,1.5327244896911063,1811.549745105291,,1.2848513702502506,1819.7031089097568,,1.4897733730946827,1942.070772422484,,1.1186960961230952,1924.0472256085668,,0.3494744908044689,2008.2996698675236,,1.71158470294277,1849.1150934393156,,3.0130880405671023,1784.7832506674022,,0.7248679107521028,2014.4108741728187,,1.3750829473627713,1329.8497,1848.085612884012,0.2099399999999998,1229.8497,,0.694444444444442,1861.5039907450516,,1.829353157832192,1832.744214223081,,1.2269357013946935,1810.2483839285576,,1.3373284970824797,1766.6802780539658,,1.1107276387690712,1879.438947244121,,1.1883423631104506,1826.3168341389312,,0.905591910682202,1743.1137268851578,,1.2387483236065977,2016.6424336554576
2017-12-01,Argentina,120.36,123.7178,120.0841,119.8176,134.1367,131.4716,117.436,121.4632,124.7956,121.1263,116.6315,122.7547,138.6978,122.136,127.7938,134.189,120.6253,155.5929,27.7938,2.380420196679278,1892.4856581143645,20.084100000000007,1.249641658656686,1778.313478569157,21.126299999999997,1.6707824180473008,1793.7473145837898,38.6978,9.084431273358762,2053.9619082617037,34.189,6.526937170946079,1987.19153806138,31.4716,-0.0088224198985242,1946.949832068132,21.463199999999993,0.3318976981928179,1798.7364331342887,20.625300000000003,3.231247689337402,1786.3280554748558,34.1367,1.708631797960769,1986.4170325695695,24.795599999999983,3.1419739821809234,1354.6453,1848.0856128840128,0.2479559999999996,1354.6453,22.754699999999993,0.7238712588976126,1817.862128022888,22.136,1.7888216978804827,1808.6998613348692,19.81759999999999,1.097565914705756,1774.3669066080174,16.6315,0.8361258952624961,1727.184268989305,23.71779999999999,0.5454026804457168,1832.1245800145336,20.36,0.6617110818206706,1782.3992541942168,17.436000000000007,2.9043607032855467,1739.0980293748094,55.592899999999986,17.847161314070938,2304.159761697535
